19069796	New York-Northern New Jersey-Long Island, NY-NJ-PA	New York, NY
12874797	Los Angeles-Long Beach-Santa Ana, CA	Los Angeles, CA
9580567	Chicago-Naperville-Joliet, IL-IN-WI	Chicago, IL
6447615	Dallas-Fort Worth-Arlington, TX	Dallas, TX
5968252	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Philadelphia, PA
5867489	Houston-Sugar Land-Baytown, TX	Houston, TX
5547051	Miami-Fort Lauderdale-Pompano Beach, FL	Miami, FL
5476241	Washington-Arlington-Alexandria, DC-VA-MD-WV	Washington, DC
5475213	Atlanta-Sandy Springs-Marietta, GA	Atlanta, GA
4588680	Boston-Cambridge-Quincy, MA-NH	Boston, MA
4403437	Detroit-Warren-Livonia, MI	Detroit, MI
4364094	Phoenix-Mesa-Scottsdale, AZ	Phoenix, AZ
4317853	San Francisco-Oakland-Fremont, CA	San Francisco, CA
4143113	Riverside-San Bernardino-Ontario, CA	Riverside, CA
3407848	Seattle-Tacoma-Bellevue, WA	Seattle, WA
3269814	Minneapolis-St. Paul-Bloomington, MN-WI	Minneapolis, MN
3053793	San Diego-Carlsbad-San Marcos, CA	San Diego, CA
2828990	St. Louis, MO-IL	St. Louis, MO
2747272	Tampa-St. Petersburg-Clearwater, FL	Tampa, FL
2690886	Baltimore-Towson, MD	Baltimore, MD
2552195	Denver-Aurora-Broomfield, CO /1	Denver, CO
2354957	Pittsburgh, PA	Pittsburgh, PA
2241841	Portland-Vancouver-Beaverton, OR-WA	Portland, OR
2171896	Cincinnati-Middletown, OH-KY-IN	Cincinnati, OH
2127355	Sacramento--Arden-Arcade--Roseville, CA	Sacramento, CA
2091286	Cleveland-Elyria-Mentor, OH	Cleveland, OH
2082421	Orlando-Kissimmee, FL	Orlando, FL
2072128	San Antonio, TX	San Antonio, TX
2067585	Kansas City, MO-KS	Kansas City, MO
1902834	Las Vegas-Paradise, NV	Las Vegas, NV
1839700	San Jose-Sunnyvale-Santa Clara, CA	San Jose, CA
1801848	Columbus, OH	Columbus, OH
1745524	Charlotte-Gastonia-Concord, NC-SC	Charlotte, NC
1743658	Indianapolis-Carmel, IN	Indianapolis city (balance), IN
1705075	Austin-Round Rock, TX	Austin, TX
1674498	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia Beach, VA
1600642	Providence-New Bedford-Fall River, RI-MA	Providence, RI
1582264	Nashville-Davidson--Murfreesboro--Franklin, TN	Nashville-Davidson (balance), TN
1559667	Milwaukee-Waukesha-West Allis, WI	Milwaukee, WI
1328144	Jacksonville, FL	Jacksonville, FL
1304926	Memphis, TN-MS-AR	Memphis, TN
1258577	Louisville/Jefferson County, KY-IN	Louisville/Jefferson County (balance), KY
1238187	Richmond, VA	Richmond, VA
1227278	Oklahoma City, OK	Oklahoma City, OK
1195998	Hartford-West Hartford-East Hartford, CT	Hartford, CT
1189981	New Orleans-Metairie-Kenner, LA	New Orleans, LA
1131070	Birmingham-Hoover, AL	Birmingham, AL
1130293	Salt Lake City, UT	Salt Lake City, UT
1125827	Raleigh-Cary, NC	Raleigh, NC
1123804	Buffalo-Niagara Falls, NY	Buffalo, NY
1035566	Rochester, NY	Rochester, NY
1020200	Tucson, AZ	Tucson, AZ
929015	Tulsa, OK	Tulsa, OK
915267	Fresno, CA	Fresno, CA
907574	Honolulu, HI	Honolulu, HI
901208	Bridgeport-Stamford-Norwalk, CT	Bridgeport, CT
857903	Albuquerque, NM	Albuquerque, NM
857592	Albany-Schenectady-Troy, NY	Albany, NY
849517	Omaha-Council Bluffs, NE-IA	Omaha, NE
848006	New Haven-Milford, CT	New Haven, CT
835063	Dayton, OH	Dayton, OH
816012	Allentown-Bethlehem-Easton, PA-NJ	Allentown, PA
807407	Bakersfield, CA	Bakersfield, CA
803701	Worcester, MA	Worcester, MA
802983	Oxnard-Thousand Oaks-Ventura, CA	Oxnard, CA
786947	Baton Rouge, LA	Baton Rouge, LA
778009	Grand Rapids-Wyoming, MI	Grand Rapids, MI
751296	El Paso, TX	El Paso, TX
744730	Columbia, SC	Columbia, SC
741152	McAllen-Edinburg-Mission, TX	McAllen, TX
714765	Greensboro-High Point, NC	Greensboro, NC
699935	Akron, OH	Akron, OH
699247	Knoxville, TN	Knoxville, TN
698903	Springfield, MA	Springfield, MA
688126	Bradenton-Sarasota-Venice, FL	Bradenton, FL
685488	Little Rock-North Little Rock-Conway, AR	Little Rock, AR
677094	Poughkeepsie-Newburgh-Middletown, NY	Poughkeepsie, NY
674860	Stockton, CA	Stockton, CA
672220	Toledo, OH	Toledo, OH
659191	Charleston-North Charleston-Summerville, SC	Charleston, SC
646084	Syracuse, NY	Syracuse, NY
639617	Greenville-Mauldin-Easley, SC	Greenville, SC
626227	Colorado Springs, CO	Colorado Springs, CO
612683	Wichita, KS	Wichita, KS
606376	Boise City-Nampa, ID	Boise City, ID
586908	Cape Coral-Fort Myers, FL	Cape Coral, FL
583403	Lakeland-Winter Haven, FL	Lakeland, FL
570025	Madison, WI	Madison, WI
562963	Youngstown-Warren-Boardman, OH-PA	Youngstown, OH
562906	Des Moines-West Des Moines, IA	Des Moines, IA
555551	Provo-Orem, UT	Provo, UT
549454	Scranton--Wilkes-Barre, PA	Scranton, PA
541569	Ogden-Clearfield, UT	Ogden, UT
540866	Jackson, MS	Jackson, MS
539154	Augusta-Richmond County, GA-SC	Augusta-Richmond County (balance), GA
536919	Harrisburg-Carlisle, PA	Harrisburg, PA
536357	Palm Bay-Melbourne-Titusville, FL	Palm Bay, FL
524303	Chattanooga, TN-GA	Chattanooga, TN
516826	Portland-South Portland-Biddeford, ME	Portland, ME
510385	Modesto, CA	Modesto, CA
507766	Lancaster, PA	Lancaster, PA
501228	Durham-Chapel Hill, NC	Durham, NC
495890	Deltona-Daytona Beach-Ormond Beach, FL	Deltona, FL
484921	Winston-Salem, NC	Winston-Salem, NC
472102	Santa Rosa-Petaluma, CA	Santa Rosa, CA
470849	Lexington-Fayette, KY	Lexington-Fayette, KY
468684	Spokane, WA	Spokane, WA
464623	Fayetteville-Springdale-Rogers, AR-MO	Fayetteville, AR
455102	Pensacola-Ferry Pass-Brent, FL	Pensacola, FL
453603	Lansing-East Lansing, MI	Lansing, MI
430900	Springfield, MO	Springfield, MO
429668	Visalia-Porterville, CA	Visalia, CA
428937	York-Hanover, PA	York, PA
424043	Flint, MI	Flint, MI
419261	Reno-Sparks, NV	Reno, NV
416095	Corpus Christi, TX	Corpus Christi, TX
414315	Fort Wayne, IN	Fort Wayne, IN
412672	Asheville, NC	Asheville, NC
411721	Mobile, AL	Mobile, AL
410370	Salinas, CA	Salinas, CA
408005	Canton-Massillon, OH	Canton, OH
407234	Vallejo-Fairfield, CA	Vallejo, CA
407125	Reading, PA	Reading, PA
407057	Santa Barbara-Santa Maria-Goleta, CA	Santa Barbara, CA
406316	Huntsville, AL	Huntsville, AL
406296	Port St. Lucie, FL	Port St. Lucie, FL
405906	Manchester-Nashua, NH	Manchester, NH
396371	Brownsville-Harlingen, TX	Brownsville, TX
396103	Salem, OR	Salem, OR
391516	Shreveport-Bossier City, LA	Shreveport, LA
379231	Killeen-Temple-Fort Hood, TX	Killeen, TX
379066	Davenport-Moline-Rock Island, IA-IL	Davenport, IA
378477	Beaumont-Port Arthur, TX	Beaumont, TX
375865	Peoria, IL	Peoria, IL
374553	Anchorage, AK	Anchorage, AK
366401	Montgomery, AL	Montgomery, AL
366222	Trenton-Ewing, NJ	Trenton, NJ
365364	Hickory-Lenoir-Morganton, NC	Hickory, NC
360355	Fayetteville, NC	Fayetteville, NC
360013	Tallahassee, FL	Tallahassee, FL
354525	Wilmington, NC	Wilmington, NC
353722	Rockford, IL	Rockford, IL
351911	Evansville, IN-KY	Evansville, IN
351109	Eugene-Springfield, OR	Eugene, OR
347563	Ann Arbor, MI	Ann Arbor, MI
343092	Savannah, GA	Savannah, GA
328547	Ocala, FL	Ocala, FL
326634	Kalamazoo-Portage, MI	Kalamazoo, MI
318537	Naples-Marco Island, FL	Naples, FL
317538	South Bend-Mishawaka, IN-MI	South Bend, IN
305629	Kingsport-Bristol-Bristol, TN-VA	Kingsport, TN
304783	Green Bay, WI	Green Bay, WI
304214	Charleston, WV	Charleston, WV
303482	Boulder, CO /1	Boulder, CO
300399	Roanoke, VA	Roanoke, VA
298382	Fort Collins-Loveland, CO	Fort Collins, CO
298012	Lincoln, NE	Lincoln, NE
293280	Utica-Rome, NY	Utica, NY
293063	Fort Smith, AR-OK	Fort Smith, AR
292795	Columbus, GA-AL	Columbus, GA
286822	Spartanburg, SC	Spartanburg, SC
285624	Huntington-Ashland, WV-KY-OH	Ashland, KY
280291	Erie, PA	Erie, PA
276659	Lubbock, TX	Lubbock, TX
276368	Duluth, MN-WI	Duluth, MN
271712	Atlantic City-Hammonton, NJ	Atlantic City, NJ
268546	Clarksville, TN-KY	Clarksville, TN
266971	San Luis Obispo-Paso Robles, CA	San Luis Obispo, CA
266830	Norwich-New London, CT	Norwich, CT
266149	Hagerstown-Martinsburg, MD-WV	Hagerstown, MD
263868	Myrtle Beach-North Myrtle Beach-Conway, SC	Myrtle Beach, SC
263171	Lafayette, LA	Lafayette, LA
261957	Holland-Grand Haven, MI	Holland, MI (part)
260690	Gainesville, FL	Gainesville, FL
256324	Cedar Rapids, IA	Cedar Rapids, IA
256218	Santa Cruz-Watsonville, CA	Santa Cruz, CA
254759	Greeley, CO /1	Greeley, CO
250979	Olympia, WA	Olympia, WA
247447	Lynchburg, VA	Lynchburg, VA
246474	Amarillo, TX	Amarillo, TX
245649	Kennewick-Pasco-Richland, WA	Kennewick, WA
245321	Merced, CA	Merced, CA
244694	Binghamton, NY	Binghamton, NY
241438	Laredo, TX	Laredo, TX
240862	Bremerton-Silverdale, WA	Bremerton, WA
239054	Yakima, WA	Yakima, WA
238772	Gulfport-Biloxi, MS	Gulfport, MS
238122	Sioux Falls, SD	Sioux Falls, SD
233378	Waco, TX	Waco, TX
231576	Macon, GA	Macon, GA
230824	Topeka, KS	Topeka, KS
226132	Champaign-Urbana, IL	Champaign, IL
221894	Appleton, WI	Appleton, WI
221151	Barnstable Town, MA	Barnstable Town, MA
220577	Chico, CA	Chico, CA
215686	Prescott, AZ	Prescott, AZ
212268	College Station-Bryan, TX	College Station, TX
210839	Tuscaloosa, AL	Tuscaloosa, AL
208182	Springfield, IL	Springfield, IL
208055	Burlington-South Burlington, VT	Burlington, VT
206874	Longview, TX	Longview, TX
206419	Las Cruces, NM	Las Cruces, NM
204665	Tyler, TX	Tyler, TX
202973	Houma-Bayou Cane-Thibodaux, LA	Houma, LA
201286	Medford, OR	Medford, OR
200653	Florence, SC	Florence, SC
200601	Racine, WI	Racine, WI
200502	Elkhart-Goshen, IN	Elkhart, IN
200434	Bellingham, WA	Bellingham, WA
200102	Fargo, ND-MN	Fargo, ND
200050	Saginaw-Saginaw Township North, MI	Saginaw, MI
197381	Johnson City, TN	Johnson City, TN
196972	Yuma, AZ	Yuma, AZ
196766	Charlottesville, VA	Charlottesville, VA
196329	Lafayette, IN	Lafayette, IN
194825	Lake Havasu City-Kingman, AZ	Lake Havasu City, AZ
194138	Lake Charles, LA	Lake Charles, LA
192222	Athens-Clarke County, GA	Athens-Clarke County (balance), GA
189148	St. Cloud, MN	St. Cloud, MN
187743	Gainesville, GA	Gainesville, GA
185618	Rochester, MN	Rochester, MN
185598	Bloomington, IN	Bloomington, IN
184901	Anderson, SC	Anderson, SC
181440	Kingston, NY	Kingston, NY
181099	Redding, CA	Redding, CA
179715	Greenville, NC	Greenville, NC
178473	Fort Walton Beach-Crestview-Destin, FL	Fort Walton Beach, FL
174300	Joplin, MO	Joplin, MO
174086	Monroe, LA	Monroe, LA
173951	Muskegon-Norton Shores, MI	Muskegon, MI
173064	Jacksonville, NC	Jacksonville, NC
169825	Terre Haute, IN	Terre Haute, IN
167699	Bloomington-Normal, IL	Bloomington, IL
166874	El Centro, CA	El Centro, CA
166234	Columbia, MO	Columbia, MO
165539	Yuba City, CA	Yuba City, CA
165440	Albany, GA	Albany, GA
164913	Waterloo-Cedar Falls, IA	Waterloo, IA
164767	Panama City-Lynn Haven-Panama City Beach, FL	Panama City, FL
163370	Oshkosh-Neenah, WI	Oshkosh, WI
160905	Parkersburg-Marietta-Vienna, WV-OH	Parkersburg, WV
160472	Niles-Benton Harbor, MI	Niles, MI
160155	Janesville, WI	Janesville, WI
160070	Abilene, TX	Abilene, TX
160018	Eau Claire, WI	Eau Claire, WI
159828	Jackson, MI	Jackson, MI
159587	Blacksburg-Christiansburg-Radford, VA	Blacksburg, VA
158629	Bend, OR	Bend, OR
157745	Vineland-Millville-Bridgeton, NJ	Vineland, NJ
157741	Dover, DE	Dover, DE
157224	Pueblo, CO	Pueblo, CO
156952	Punta Gorda, FL	Punta Gorda, FL
155603	Pascagoula, MS	Pascagoula, MS
154553	Billings, MT	Billings, MT
154101	Alexandria, LA	Alexandria, LA
152721	Monroe, MI	Monroe, MI
152263	Iowa City, IA	Iowa City, IA
151399	Decatur, AL	Decatur, AL
150358	Burlington, NC	Burlington, NC
149419	Bangor, ME	Bangor, ME
148764	Hanford-Corcoran, CA	Hanford, CA
148632	Madera-Chowchilla, CA	Madera, CA
147532	Santa Fe, NM	Santa Fe, NM
147438	Jefferson City, MO	Jefferson City, MO
147421	Wichita Falls, TX	Wichita Falls, TX
146596	Rocky Mount, NC	Rocky Mount, NC
146212	State College, PA	State College, PA
146093	Grand Junction, CO	Grand Junction, CO
144637	Wheeling, WV-OH	Wheeling, WV
144360	Sioux City, IA-NE-SD	Sioux City, IA
144238	Florence-Muscle Shoals, AL	Florence, AL
143998	Johnstown, PA	Johnstown, PA
143093	Hattiesburg, MS	Hattiesburg, MS
142693	Dothan, AL	Dothan, AL
139671	Springfield, OH	Springfield, OH
139390	Coeur d'Alene, ID	Coeur d'Alene, ID
137612	Morristown, TN	Morristown, TN
137486	Texarkana, TX-Texarkana, AR	Texarkana, TX
137473	St. George, UT	St. George, UT
135883	Auburn-Opelika, AL	Auburn, AL
135804	Valdosta, GA	Valdosta, GA
135715	Warner Robins, GA	Warner Robins, GA
135616	Battle Creek, MI	Battle Creek, MI
135167	Sebastian-Vero Beach, FL	Sebastian, FL
134650	Napa, CA	Napa, CA
134625	Odessa, TX	Odessa, TX
134319	Dalton, GA	Dalton, GA
132923	La Crosse, WI-MN	La Crosse, WI
132316	Midland, TX	Midland, TX
131612	Wausau, WI	Wausau, WI
131417	Anderson, IN	Anderson, IN
130506	Lebanon, PA	Lebanon, PA
129849	Flagstaff, AZ	Flagstaff, AZ
129288	Pittsfield, MA	Pittsfield, MA
128774	Glens Falls, NY	Glens Falls, NY
127945	Logan, UT-ID	Logan, UT
126644	St. Joseph, MO-KS	St. Joseph, MO
126131	Idaho Falls, ID	Idaho Falls, ID
126122	Altoona, PA	Altoona, PA
124766	Rapid City, SD	Rapid City, SD
124490	Mansfield, OH	Mansfield, OH
124131	Farmington, NM	Farmington, NM
123989	Winchester, VA-WV	Winchester, VA
123086	Manhattan, KS	Manhattan, KS
120929	Weirton-Steubenville, WV-OH	Weirton, WV
120595	Bowling Green, KY	Bowling Green, KY
120327	Morgantown, WV	Morgantown, WV
120271	Harrisonburg, VA	Harrisonburg, VA
120181	Salisbury, MD	Salisbury, MD
120139	Jonesboro, AR	Jonesboro, AR
120030	Sherman-Denison, TX	Sherman, TX
119534	Mount Vernon-Anacortes, WA	Mount Vernon, WA
116840	Williamsport, PA	Williamsport, PA
116383	Lawrence, KS	Lawrence, KS
115396	Victoria, TX	Victoria, TX
115192	Muncie, IN	Muncie, IN
114560	Sheboygan, WI	Sheboygan, WI
114081	Anniston-Oxford, AL	Anniston, AL
113811	Goldsboro, NC	Goldsboro, NC
113636	Owensboro, KY	Owensboro, KY
113629	Jackson, TN	Jackson, TN
113433	Elizabethtown, KY	Elizabethtown, KY
113358	Cleveland, TN	Cleveland, TN
113228	Lawton, OK	Lawton, OK
113215	Kankakee-Bradley, IL	Kankakee, IL
111063	Michigan City-La Porte, IN	Michigan City, IN
110119	San Angelo, TX	San Angelo, TX
109937	Wenatchee-East Wenatchee, WA	Wenatchee, WA
108623	Missoula, MT	Missoula, MT
108204	Decatur, IL	Decatur, IL
107434	Bay City, MI	Bay City, MI
106539	Lewiston-Auburn, ME	Lewiston, ME
106286	Bismarck, ND	Bismarck, ND
105814	Danville, VA	Danville, VA
104495	Sumter, SC	Sumter, SC
104357	Lima, OH	Lima, OH
103841	Brunswick, GA	Brunswick, GA
103645	Gadsden, AL	Gadsden, AL
101966	Longview, WA	Longview, WA
101779	Ithaca, NY	Ithaca, NY
100694	Pine Bluff, AR	Pine Bluff, AR
100070	Fond du Lac, WI	Fond du Lac, WI
99736	Cumberland, MD-WV	Cumberland, MD
98787	Kokomo, IN	Kokomo, IN
98660	Fairbanks, AK	Fairbanks, AK
98479	Hot Springs, AR	Hot Springs, AR
97190	Grand Forks, ND-MN	Grand Forks, ND
96250	Rome, GA	Rome, GA
96091	Ocean City, NJ	Ocean City, NJ
93712	Cape Girardeau-Jackson, MO-IL	Cape Girardeau, MO
93234	Mankato-North Mankato, MN	Mankato, MN
93072	Dubuque, IA	Dubuque, IA
91622	Palm Coast, FL	Palm Coast, FL
90273	Pocatello, ID	Pocatello, ID
88854	Cheyenne, WY	Cheyenne, WY
88331	Elmira, NY	Elmira, NY
87214	Ames, IA	Ames, IA
82605	Corvallis, OR	Corvallis, OR
82178	Great Falls, MT	Great Falls, MT
80067	Danville, IL	Danville, IL
76963	Sandusky, OH	Sandusky, OH
76063	Columbus, IN	Columbus, IN
74508	Casper, WY	Casper, WY
74420	Hinesville-Fort Stewart, GA	Hinesville, GA
60643	Lewiston, ID-WA	Lewiston, ID
55176	Carson City, NV	Carson City, NV
